"symbol","logFCStatus","P.ValueStatus","adj.P.ValStatus","entrez","contrast","regStatus","logFCCort","P.ValueCort","adj.P.ValCort","regCort"
"Clec11a",-0.629346267047103,0.0472272619194242,0.868103685221382,20256,"CON-DOM","down",0.798946952525949,0.041928697436061,0.996111667085965,"up"
"Fzd4",-0.454038851863298,0.0479751458383599,0.868103685221382,14366,"CON-DOM","down",0.800560461878904,0.00479413420543915,0.996111667085965,"up"
"Nmb",0.962499597568339,0.0482554767613343,0.868103685221382,68039,"CON-DOM","up",-1.72112957861536,0.0138149315720746,0.996111667085965,"down"
"Rb1",-0.214525052584132,0.0485166262076442,0.868103685221382,19645,"CON-DOM","down",0.305096916734762,0.0336974155361573,0.996111667085965,"up"
"Ubxn10",1.31750935169272,0.0491715498695656,0.868103685221382,212190,"CON-DOM","up",-2.11908300597575,0.0275989942580062,0.996111667085965,"down"
"Zfp385c",0.777325982269516,0.0492514970789562,0.868103685221382,278304,"CON-DOM","up",-1.58746352751195,0.00524851571079059,0.996111667085965,"down"
"Arl4d",-1.17966337653458,0.000234492761924616,0.680740759758491,80981,"CON-DES","down",1.13381566045595,0.008728070398071,0.996111667085965,"up"
"Gadd45b",-1.07324773850422,0.000257881777134409,0.680740759758491,17873,"CON-DES","down",0.841888044968341,0.0355379753634851,0.996111667085965,"up"
"Fam107a",-0.471068038895647,0.000597001683438463,0.680740759758491,268709,"CON-DES","down",0.392067273429394,0.0426386137387138,0.996111667085965,"up"
"Olfr1310",0.591017484035366,0.000840803179199599,0.680740759758491,258441,"CON-DES","up",-0.54533146881513,0.0361695749961917,0.996111667085965,"down"
"6820408C15Rik",1.15248953172832,0.000911106538219834,0.680740759758491,228778,"CON-DES","up",-1.74547666976496,0.00102807097300422,0.996111667085965,"down"
"Creb5",0.535790466724193,0.00112826406854927,0.680740759758491,231991,"CON-DES","up",-0.547291169319517,0.0318394436870922,0.996111667085965,"down"
"Sgk1",-0.641048781841916,0.00134059968802624,0.680740759758491,20393,"CON-DES","down",0.670706951711066,0.0117365988233069,0.996111667085965,"up"
"Cpped1",-0.428421646373464,0.00164796232833423,0.680740759758491,223978,"CON-DES","down",0.387988332857977,0.0412633381780678,0.996111667085965,"up"
"Fos",-0.589102989862449,0.00201798767220518,0.680740759758491,14281,"CON-DES","down",0.759386365165738,0.00263307399479976,0.996111667085965,"up"
"Scara3",-0.693541883327122,0.00215255339749379,0.680740759758491,219151,"CON-DES","down",0.67489533278254,0.0240518529938771,0.996111667085965,"up"
"Apoc4",0.511869019806824,0.00239799452122813,0.680740759758491,11425,"CON-DES","up",-0.47052913125666,0.0493292268130734,0.996111667085965,"down"
"Srsf4",0.315899730449475,0.00266523982618825,0.680740759758491,57317,"CON-DES","up",-0.298584002637436,0.0427681819211387,0.996111667085965,"down"
"Slc28a3",0.738966631181929,0.00324211881950184,0.680740759758491,114304,"CON-DES","up",-0.892686326821328,0.0191020152746425,0.996111667085965,"down"
"Lrrc4",-0.573699719845343,0.00339390996902334,0.680740759758491,192198,"CON-DES","down",0.591277096079367,0.0253044828233527,0.996111667085965,"up"
"Mcl1",-0.300746176296351,0.00373497738031906,0.680740759758491,17210,"CON-DES","down",0.334974099202856,0.0154196134345866,0.996111667085965,"up"
"Uvssa",0.400024237575055,0.00375507344443815,0.680740759758491,71101,"CON-DES","up",-0.554380330220225,0.00600260364407398,0.996111667085965,"down"
"Nfkbia",-0.402365607514866,0.00375957140252882,0.680740759758491,18035,"CON-DES","down",0.42085129963129,0.0227096144900132,0.996111667085965,"up"
"Wdr24",-0.389653712331373,0.0038288700934928,0.680740759758491,268933,"CON-DES","down",0.41936121173866,0.0233166264944365,0.996111667085965,"up"
"Olfr1094",0.860231822289908,0.00418758423491871,0.680740759758491,258362,"CON-DES","up",-1.00800508935357,0.0251446813106221,0.996111667085965,"down"
"Cfap65",0.640218710811557,0.00532372064341625,0.680740759758491,241116,"CON-DES","up",-0.815362281614748,0.0108387830799354,0.996111667085965,"down"
