"pre_idbatchcage","post_idbatchcage","post_batchcage","batch","Cage","winner","loser","score","group","period","time","lightsoff","date","ztime"
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-2",1,"control","Post","25 hours",11,2019-10-31,1644
"2 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-2","Cage 2-1",1,"control","Post","25 hours",11,2019-10-31,2103
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-4",1,"control","Post","25 hours",11,2019-10-31,2159
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-10-31,2189
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-10-31,2359
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-1",1,"control","Post","25 hours",11,2019-10-31,2400
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-10-31,2411
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-4",1,"control","Post","25 hours",11,2019-10-31,2444
"2 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-2","Cage 2-1",1,"control","Post","25 hours",11,2019-10-31,2462
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-2",1,"control","Post","25 hours",11,2019-10-31,2474
"2 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-2","Cage 2-1",1,"control","Post","25 hours",11,2019-10-31,2532
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-2",1,"control","Post","25 hours",11,2019-10-31,2543
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-1",1,"control","Post","25 hours",11,2019-10-31,2556
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-4",1,"control","Post","25 hours",11,2019-10-31,2648
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-1",0.5,"control","Post","25 hours",11,2019-10-31,2677
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-10-31,2868
"1 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-1","Cage 1-4",1,"control","Post","25 hours",11,2019-10-31,2949
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-4",1,"control","Post","25 hours",11,2019-10-31,2984
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-10-31,3000
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-1",1,"control","Post","25 hours",11,2019-10-31,3017
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-10-31,3028
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-1",1,"control","Post","25 hours",11,2019-10-31,3038
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-1",1,"control","Post","25 hours",11,2019-10-31,3238
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-4",1,"control","Post","25 hours",11,2019-10-31,3797
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,4149
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-4",1,"control","Post","25 hours",11,2019-10-31,4487
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-4",1,"control","Post","25 hours",11,2019-10-31,4756
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-4",1,"control","Post","25 hours",11,2019-10-31,4868
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,5515
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-10-31,5550
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,5610
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,5809
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,5826
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,5875
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,5925
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-10-31,5961
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-1",1,"control","Post","25 hours",11,2019-10-31,6021
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-10-31,6600
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-4",1,"control","Post","25 hours",11,2019-10-31,6621
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-10-31,6637
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-4",1,"control","Post","25 hours",11,2019-10-31,6670
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-10-31,6706
"2 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-2","Cage 2-1",1,"control","Post","25 hours",11,2019-10-31,6722
"2 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-2","Cage 2-1",1,"control","Post","25 hours",11,2019-10-31,6743
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-1",1,"control","Post","25 hours",11,2019-10-31,6756
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,6771
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,6815
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,6880
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-10-31,6913
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-1",1,"control","Post","25 hours",11,2019-10-31,6947
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-10-31,6996
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-1",1,"control","Post","25 hours",11,2019-10-31,7116
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-2",1,"control","Post","25 hours",11,2019-10-31,7160
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-4",1,"control","Post","25 hours",11,2019-11-01,113
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-4",1,"control","Post","25 hours",11,2019-11-01,237
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-1",1,"control","Post","25 hours",11,2019-11-01,380
"2 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-2","Cage 4-3",1,"control","Post","25 hours",11,2019-11-01,860
"2 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-2","Cage 1-4",1,"control","Post","25 hours",11,2019-11-01,1499
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-11-01,1640
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-11-01,1796
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-1",1,"control","Post","25 hours",11,2019-11-01,1960
"3 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-3","Cage 2-2",1,"control","Post","25 hours",11,2019-11-01,2108
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-11-01,2318
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-11-01,2383
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-11-01,2403
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-11-01,2425
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-11-01,2455
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-11-01,2470
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-11-01,2747
"2 Batch 3 Cage 2"," Batch 3 Cage 2","Batch 3 Cage 2","3","Cage 2","Cage 2-2","Cage 2-1",1,"control","Post","25 hours",11,2019-11-01,2802
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-11-01,3144
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-11-01,3168
"3 Batch 3 Cage 4"," Batch 3 Cage 4","Batch 3 Cage 4","3","Cage 4","Cage 4-3","Cage 4-1",1,"control","Post","25 hours",11,2019-11-01,3312
"3 Batch 3 Cage 1"," Batch 3 Cage 1","Batch 3 Cage 1","3","Cage 1","Cage 1-3","Cage 1-2",1,"control","Post","25 hours",11,2019-11-01,3469
"3 Batch 4 Cage 2"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 2-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-1357
"1 Batch 4 Cage 5"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 5-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,-1339
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,-1272
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,-1234
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,-1191
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-1163
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,-1149
"2 Batch 4 Cage 4"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 4-2","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-1127
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,-1101
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,-1082
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,-1063
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,-1037
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-994
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,-974
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,-946
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,-932
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,-877
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-851
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,-826
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-773
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,-757
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,-727
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 3-2",1,"reorganized","Post","25 hours",10,2019-11-07,-716
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-693
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,-658
"2 Batch 4 Cage 3"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 3-2","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,-638
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,-603
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 2-2",1,"reorganized","Post","25 hours",10,2019-11-07,-582
"2 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-2","Cage 1-3",1,"control","Post","25 hours",10,2019-11-07,-525
"2 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-2","Cage 1-3",1,"control","Post","25 hours",10,2019-11-07,-502
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,-484
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-447
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,-420
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,-405
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,-378
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,-358
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,-331
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,-315
"3 Batch 4 Cage 2"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 2-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,-261
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,-205
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-175
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,-138
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,-117
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,-102
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,-76
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,-61
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,-27
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,25
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,43
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,105
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,123
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-2",1,"control","Post","25 hours",10,2019-11-07,178
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-4",1,"control","Post","25 hours",10,2019-11-07,189
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 4-4",1,"reorganized","Post","25 hours",10,2019-11-07,207
"4 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-4","Cage 1-3",1,"control","Post","25 hours",10,2019-11-07,231
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-4",1,"control","Post","25 hours",10,2019-11-07,241
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,288
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,302
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,388
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-3",1,"control","Post","25 hours",10,2019-11-07,406
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,437
"2 Batch 4 Cage 5"," Batch 4 Cage 4","Batch 4 Cage 4","4","Cage 4","Cage 5-2","Cage 3-4",1,"reorganized","Post","25 hours",10,2019-11-07,464
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,480
"3 Batch 4 Cage 2"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 2-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,497
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 5-3",1,"reorganized","Post","25 hours",10,2019-11-07,517
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,556
"4 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-4","Cage 1-3",1,"control","Post","25 hours",10,2019-11-07,574
"1 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-1","Cage 1-3",1,"control","Post","25 hours",10,2019-11-07,583
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,622
"2 Batch 4 Cage 1"," Batch 4 Cage 5","Batch 4 Cage 5","4","Cage 5","Cage 1-2","Cage 1-3",1,"control","Post","25 hours",10,2019-11-07,636
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 2-3",1,"reorganized","Post","25 hours",10,2019-11-07,664
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,753
"2 Batch 4 Cage 3"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 3-2","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,913
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 4-2",1,"reorganized","Post","25 hours",10,2019-11-07,959
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,992
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,1003
"1 Batch 4 Cage 4"," Batch 4 Cage 1","Batch 4 Cage 1","4","Cage 1","Cage 4-1","Cage 5-1",1,"reorganized","Post","25 hours",10,2019-11-07,1035
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,1097
"3 Batch 4 Cage 3"," Batch 4 Cage 2","Batch 4 Cage 2","4","Cage 2","Cage 3-3","Cage 5-4",1,"reorganized","Post","25 hours",10,2019-11-07,1149
"1 Batch 4 Cage 2"," Batch 4 Cage 3","Batch 4 Cage 3","4","Cage 3","Cage 2-1","Cage 3-1",1,"reorganized","Post","25 hours",10,2019-11-07,1161
