"pre_idbatchcage","post_idbatchcage","post_batchcage","batch","Cage","winner","loser","score","group","period","time","lightsoff","date","ztime"
"4 Batch 12 Cage 4"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 4-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,2062
"4 Batch 12 Cage 4"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 4-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,2079
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 5-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,2117
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 5-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,2140
"4 Batch 12 Cage 2"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 2-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,2178
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 5-3",1,"reorganized","Post"," 1 hour",10,2020-01-16,2319
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,2344
"4 Batch 12 Cage 4"," Batch 12 Cage 2","Batch 12 Cage 2","12","Cage 2","Cage 4-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,2489
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-16,2518
"1 Batch 12 Cage 4"," Batch 12 Cage 3","Batch 12 Cage 3","12","Cage 3","Cage 4-1","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-16,2533
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-3",1,"control","Post"," 1 hour",10,2020-01-16,2566
"3 Batch 12 Cage 1"," Batch 12 Cage 1","Batch 12 Cage 1","12","Cage 1","Cage 1-3","Cage 5-4",1,"reorganized","Post"," 1 hour",10,2020-01-16,2604
"4 Batch 12 Cage 3"," Batch 12 Cage 5","Batch 12 Cage 5","12","Cage 5","Cage 3-4","Cage 3-3",1,"control","Post"," 1 hour",10,2020-01-16,2669
"3 Batch 13 Cage 1"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 1-3","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1323
"4 Batch 13 Cage 3"," Batch 13 Cage 1","Batch 13 Cage 1","13","Cage 1","Cage 3-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1310
"2 Batch 13 Cage 1"," Batch 13 Cage 4","Batch 13 Cage 4","13","Cage 4","Cage 1-2","Cage 3-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1281
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1255
"4 Batch 13 Cage 3"," Batch 13 Cage 1","Batch 13 Cage 1","13","Cage 1","Cage 3-4","Cage 4-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1231
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1215
"4 Batch 13 Cage 4"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 4-4","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1164
"4 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-4","Cage 5-1",1,"control","Post"," 1 hour",10,2020-01-17,-1134
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1071
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1050
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1036
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,-1014
"2 Batch 13 Cage 1"," Batch 13 Cage 4","Batch 13 Cage 4","13","Cage 4","Cage 1-2","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,-996
"4 Batch 13 Cage 2"," Batch 13 Cage 1","Batch 13 Cage 1","13","Cage 1","Cage 2-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-976
"4 Batch 13 Cage 1"," Batch 13 Cage 1","Batch 13 Cage 1","13","Cage 1","Cage 1-4","Cage 3-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-960
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,-923
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,-889
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 4-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-871
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,-857
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 4-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-842
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-830
"3 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-3","Cage 5-1",1,"control","Post"," 1 hour",10,2020-01-17,-807
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,-786
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,-775
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 4-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-760
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-718
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 4-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-709
"4 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-4","Cage 5-2",1,"control","Post"," 1 hour",10,2020-01-17,-645
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 4-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-628
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,-546
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 4-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-532
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-486
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-472
"4 Batch 13 Cage 3"," Batch 13 Cage 1","Batch 13 Cage 1","13","Cage 1","Cage 3-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-443
"4 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-4","Cage 5-1",1,"control","Post"," 1 hour",10,2020-01-17,-402
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-337
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-325
"4 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-4","Cage 5-1",1,"control","Post"," 1 hour",10,2020-01-17,-312
"1 Batch 13 Cage 3"," Batch 13 Cage 4","Batch 13 Cage 4","13","Cage 4","Cage 3-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,-272
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,-249
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-231
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-218
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,-183
"4 Batch 13 Cage 3"," Batch 13 Cage 1","Batch 13 Cage 1","13","Cage 1","Cage 3-4","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,-150
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-139
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,-58
"1 Batch 13 Cage 3"," Batch 13 Cage 4","Batch 13 Cage 4","13","Cage 4","Cage 3-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,82
"2 Batch 13 Cage 3"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 3-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,91
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,116
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,145
"3 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-3","Cage 5-1",1,"control","Post"," 1 hour",10,2020-01-17,182
"2 Batch 13 Cage 1"," Batch 13 Cage 4","Batch 13 Cage 4","13","Cage 4","Cage 1-2","Cage 3-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,225
"3 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-3","Cage 5-4",1,"control","Post"," 1 hour",10,2020-01-17,225
"3 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-3","Cage 5-1",1,"control","Post"," 1 hour",10,2020-01-17,225
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,376
"2 Batch 13 Cage 1"," Batch 13 Cage 4","Batch 13 Cage 4","13","Cage 4","Cage 1-2","Cage 3-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,395
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,397
"3 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-3","Cage 5-4",1,"control","Post"," 1 hour",10,2020-01-17,411
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,556
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 4-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,641
"3 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-3","Cage 5-1",1,"control","Post"," 1 hour",10,2020-01-17,890
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,943
"3 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-3","Cage 5-2",1,"control","Post"," 1 hour",10,2020-01-17,1032
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,1049
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1080
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 4-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,1089
"4 Batch 13 Cage 2"," Batch 13 Cage 1","Batch 13 Cage 1","13","Cage 1","Cage 2-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,1111
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,1177
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1197
"4 Batch 13 Cage 5"," Batch 13 Cage 5","Batch 13 Cage 5","13","Cage 5","Cage 5-4","Cage 5-1",1,"control","Post"," 1 hour",10,2020-01-17,1246
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,1269
"4 Batch 13 Cage 3"," Batch 13 Cage 1","Batch 13 Cage 1","13","Cage 1","Cage 3-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,1293
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1338
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1350
"4 Batch 13 Cage 3"," Batch 13 Cage 1","Batch 13 Cage 1","13","Cage 1","Cage 3-4","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2020-01-17,1382
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1411
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1421
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,1523
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,1534
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,1600
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1612
"1 Batch 13 Cage 3"," Batch 13 Cage 4","Batch 13 Cage 4","13","Cage 4","Cage 3-1","Cage 4-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,1658
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1773
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 1-1",1,"reorganized","Post"," 1 hour",10,2020-01-17,1797
"4 Batch 13 Cage 4"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 4-4","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1813
"3 Batch 13 Cage 1"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 1-3","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,1930
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,2240
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,2293
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,2311
"2 Batch 13 Cage 1"," Batch 13 Cage 4","Batch 13 Cage 4","13","Cage 4","Cage 1-2","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,2311
"2 Batch 13 Cage 4"," Batch 13 Cage 3","Batch 13 Cage 3","13","Cage 3","Cage 4-2","Cage 3-2",1,"reorganized","Post"," 1 hour",10,2020-01-17,2373
"1 Batch 13 Cage 2"," Batch 13 Cage 2","Batch 13 Cage 2","13","Cage 2","Cage 2-1","Cage 3-3",1,"reorganized","Post"," 1 hour",10,2020-01-17,2394
"3 Batch 14 Cage 2"," Batch 14 Cage 1","Batch 14 Cage 1","14","Cage 1","Cage 2-3","Cage 1-2",1,"reorganized","Post"," 1 hour",10,2020-02-01,-1383
"2 Batch 14 Cage 1"," Batch 14 Cage 1","Batch 14 Cage 1","14","Cage 1","Cage 1-2","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2020-02-01,-1351
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 6-2",1,"reorganized","Post"," 1 hour",10,2020-02-01,-1338
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-02-01,-1321
"4 Batch 14 Cage 5"," Batch 14 Cage 6","Batch 14 Cage 6","14","Cage 6","Cage 5-4","Cage 5-3",1,"control","Post"," 1 hour",10,2020-02-01,-1294
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-02-01,-1270
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 6-2",1,"reorganized","Post"," 1 hour",10,2020-02-01,-1172
"4 Batch 14 Cage 3"," Batch 14 Cage 5","Batch 14 Cage 5","14","Cage 5","Cage 3-4","Cage 3-2",1,"control","Post"," 1 hour",10,2020-02-01,-1157
"4 Batch 14 Cage 3"," Batch 14 Cage 5","Batch 14 Cage 5","14","Cage 5","Cage 3-4","Cage 3-1",1,"control","Post"," 1 hour",10,2020-02-01,-1138
"3 Batch 14 Cage 2"," Batch 14 Cage 1","Batch 14 Cage 1","14","Cage 1","Cage 2-3","Cage 1-2",1,"reorganized","Post"," 1 hour",10,2020-02-01,-1060
"4 Batch 14 Cage 5"," Batch 14 Cage 6","Batch 14 Cage 6","14","Cage 6","Cage 5-4","Cage 5-1",1,"control","Post"," 1 hour",10,2020-02-01,-1019
"2 Batch 14 Cage 1"," Batch 14 Cage 1","Batch 14 Cage 1","14","Cage 1","Cage 1-2","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2020-02-01,-999
"3 Batch 14 Cage 5"," Batch 14 Cage 6","Batch 14 Cage 6","14","Cage 6","Cage 5-3","Cage 5-2",1,"control","Post"," 1 hour",10,2020-02-01,-976
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-02-01,-933
"4 Batch 14 Cage 3"," Batch 14 Cage 5","Batch 14 Cage 5","14","Cage 5","Cage 3-4","Cage 3-1",1,"control","Post"," 1 hour",10,2020-02-01,-919
"2 Batch 14 Cage 1"," Batch 14 Cage 1","Batch 14 Cage 1","14","Cage 1","Cage 1-2","Cage 4-2",1,"reorganized","Post"," 1 hour",10,2020-02-01,-888
"2 Batch 14 Cage 1"," Batch 14 Cage 1","Batch 14 Cage 1","14","Cage 1","Cage 1-2","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2020-02-01,-877
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-02-01,-858
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-02-01,-843
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 6-2",1,"reorganized","Post"," 1 hour",10,2020-02-01,-829
"1 Batch 14 Cage 4"," Batch 14 Cage 4","Batch 14 Cage 4","14","Cage 4","Cage 4-1","Cage 6-3",1,"reorganized","Post"," 1 hour",10,2020-02-01,-791
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-02-01,-771
"2 Batch 14 Cage 3"," Batch 14 Cage 5","Batch 14 Cage 5","14","Cage 5","Cage 3-2","Cage 3-1",1,"control","Post"," 1 hour",10,2020-02-01,-746
"2 Batch 14 Cage 1"," Batch 14 Cage 1","Batch 14 Cage 1","14","Cage 1","Cage 1-2","Cage 4-2",1,"reorganized","Post"," 1 hour",10,2020-02-01,-720
"1 Batch 14 Cage 6"," Batch 14 Cage 3","Batch 14 Cage 3","14","Cage 3","Cage 6-1","Cage 4-4",1,"reorganized","Post"," 1 hour",10,2020-02-01,-700
"2 Batch 14 Cage 1"," Batch 14 Cage 1","Batch 14 Cage 1","14","Cage 1","Cage 1-2","Cage 6-4",1,"reorganized","Post"," 1 hour",10,2020-02-01,-678
"1 Batch 14 Cage 4"," Batch 14 Cage 4","Batch 14 Cage 4","14","Cage 4","Cage 4-1","Cage 2-2",1,"reorganized","Post"," 1 hour",10,2020-02-01,-644
"4 Batch 14 Cage 4"," Batch 14 Cage 3","Batch 14 Cage 3","14","Cage 3","Cage 4-4","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2020-02-01,-630
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-02-01,-615
"4 Batch 14 Cage 4"," Batch 14 Cage 3","Batch 14 Cage 3","14","Cage 3","Cage 4-4","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2020-02-01,-600
"4 Batch 14 Cage 3"," Batch 14 Cage 5","Batch 14 Cage 5","14","Cage 5","Cage 3-4","Cage 3-1",1,"control","Post"," 1 hour",10,2020-02-01,-578
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-02-01,-513
"2 Batch 14 Cage 1"," Batch 14 Cage 1","Batch 14 Cage 1","14","Cage 1","Cage 1-2","Cage 2-3",1,"reorganized","Post"," 1 hour",10,2020-02-01,-488
"4 Batch 14 Cage 4"," Batch 14 Cage 3","Batch 14 Cage 3","14","Cage 3","Cage 4-4","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2020-02-01,-459
"4 Batch 14 Cage 3"," Batch 14 Cage 5","Batch 14 Cage 5","14","Cage 5","Cage 3-4","Cage 3-2",1,"control","Post"," 1 hour",10,2020-02-01,-422
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 1-3",1,"reorganized","Post"," 1 hour",10,2020-02-01,-397
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 6-2",1,"reorganized","Post"," 1 hour",10,2020-02-01,-353
"4 Batch 14 Cage 4"," Batch 14 Cage 3","Batch 14 Cage 3","14","Cage 3","Cage 4-4","Cage 1-4",1,"reorganized","Post"," 1 hour",10,2020-02-01,-323
"4 Batch 14 Cage 4"," Batch 14 Cage 3","Batch 14 Cage 3","14","Cage 3","Cage 4-4","Cage 2-4",1,"reorganized","Post"," 1 hour",10,2020-02-01,-307
"4 Batch 14 Cage 4"," Batch 14 Cage 3","Batch 14 Cage 3","14","Cage 3","Cage 4-4","Cage 6-1",1,"reorganized","Post"," 1 hour",10,2020-02-01,-282
"2 Batch 14 Cage 5"," Batch 14 Cage 6","Batch 14 Cage 6","14","Cage 6","Cage 5-2","Cage 5-1",1,"control","Post"," 1 hour",10,2020-02-01,-244
"3 Batch 14 Cage 4"," Batch 14 Cage 2","Batch 14 Cage 2","14","Cage 2","Cage 4-3","Cage 2-1",1,"reorganized","Post"," 1 hour",10,2020-02-01,-220
"4 Batch 14 Cage 4"," Batch 14 Cage 3","Batch 14 Cage 3","14","Cage 3","Cage 4-4","Cage 6-1",1,"reorganized","Post"," 1 hour",10,2020-02-01,-199
