"Cage","winner","loser","score","batch","batch.cage","group","time","id","pre_batchcage","date","hrs","min","sec","lightsoff","ztime"
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,11,31,43,10,5503
"Cage 4",3,1,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,11,33,13,10,5593
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-12,11,33,35,10,5615
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,11,42,38,10,6158
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,11,42,59,10,6179
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-12,11,44,53,10,6293
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,11,47,34,10,6454
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-12,11,49,16,10,6556
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,11,50,8,10,6608
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-12,11,53,23,10,6803
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-12,11,54,35,10,6875
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,11,56,9,10,6969
"Cage 4",3,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,11,57,8,10,7028
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,13,1,21,10,10881
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,13,1,35,10,10895
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,13,2,45,10,10965
"Cage 4",3,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,13,6,34,10,11194
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,13,13,51,10,11631
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,13,14,46,10,11686
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-12,13,20,13,10,12013
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-12,13,26,54,10,12414
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,13,29,21,10,12561
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-12,13,30,45,10,12645
"Cage 2",1,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-12,13,42,44,10,13364
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,13,44,3,10,13443
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,13,44,26,10,13466
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,13,50,55,10,13855
"Cage 4",3,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-12,13,54,33,10,14073
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,13,56,19,10,14179
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-12,13,56,30,10,14190
"Cage 2",4,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",4,"Batch 12 Cage 2",2020-01-12,13,58,47,10,14327
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-13,10,7,41,10,461
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-13,10,8,51,10,531
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-13,10,13,45,10,825
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-13,10,16,6,10,966
"Cage 4",4,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-13,10,30,15,10,1815
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-13,10,35,20,10,2120
"Cage 2",2,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",2,"Batch 12 Cage 2",2020-01-13,10,37,49,10,2269
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-13,10,39,49,10,2389
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-13,10,42,15,10,2535
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-13,10,42,32,10,2552
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-13,10,47,34,10,2854
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-13,10,50,53,10,3053
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-13,10,51,3,10,3063
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-13,10,51,16,10,3076
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-13,10,51,40,10,3100
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-13,17,0,44,10,25244
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-13,17,1,3,10,25263
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-13,17,1,16,10,25276
"Cage 4",3,1,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-13,17,8,13,10,25693
"Cage 1",3,2,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-13,17,11,6,10,25866
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-13,17,11,46,10,25906
"Cage 1",3,2,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-13,17,15,9,10,26109
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-13,17,15,53,10,26153
"Cage 4",3,1,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-13,17,18,59,10,26339
"Cage 4",3,1,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-13,17,19,8,10,26348
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-13,17,19,26,10,26366
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-13,17,31,46,10,27106
"Cage 1",3,2,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-13,17,32,49,10,27169
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-13,17,46,40,10,28000
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-13,17,49,31,10,28171
"Cage 4",3,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-13,17,57,38,10,28658
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-14,12,51,8,10,10268
"Cage 1",3,4,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,12,55,12,10,10512
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-14,12,56,57,10,10617
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-14,13,1,41,10,10901
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,13,3,2,10,10982
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,13,5,24,10,11124
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,13,5,52,10,11152
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-14,13,9,3,10,11343
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-14,13,9,32,10,11372
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-14,13,9,43,10,11383
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-14,13,10,42,10,11442
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-14,13,11,51,10,11511
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,13,12,2,10,11522
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,13,15,20,10,11720
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,13,19,16,10,11956
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-14,13,20,56,10,12056
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-14,13,21,5,10,12065
"Cage 3",3,1,1,"12","Batch 12 Cage 3","control"," 1 hour",3,"Batch 12 Cage 3",2020-01-14,13,22,31,10,12151
"Cage 2",4,2,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",4,"Batch 12 Cage 2",2020-01-14,13,22,55,10,12175
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-14,13,23,40,10,12220
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,13,24,21,10,12261
"Cage 1",1,2,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",1,"Batch 12 Cage 1",2020-01-14,13,26,11,10,12371
"Cage 3",3,1,1,"12","Batch 12 Cage 3","control"," 1 hour",3,"Batch 12 Cage 3",2020-01-14,13,29,35,10,12575
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-14,13,37,22,10,13042
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,13,38,10,10,13090
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-14,13,42,12,10,13332
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-15,10,58,29,10,3509
"Cage 3",3,1,1,"12","Batch 12 Cage 3","control"," 1 hour",3,"Batch 12 Cage 3",2020-01-15,10,58,54,10,3534
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,10,59,1,10,3541
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-15,10,59,47,10,3587
"Cage 5",1,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",1,"Batch 12 Cage 5",2020-01-15,11,0,13,10,3613
"Cage 4",3,2,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-15,11,3,49,10,3829
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,11,4,32,10,3872
"Cage 3",3,1,1,"12","Batch 12 Cage 3","control"," 1 hour",3,"Batch 12 Cage 3",2020-01-15,11,5,13,10,3913
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,11,8,11,10,4091
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,11,16,8,10,4568
"Cage 1",1,2,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",1,"Batch 12 Cage 1",2020-01-15,11,17,28,10,4648
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,11,18,43,10,4723
"Cage 4",3,1,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-15,11,20,30,10,4830
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,11,21,4,10,4864
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-15,11,21,29,10,4889
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,11,27,16,10,5236
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,11,27,24,10,5244
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,11,27,34,10,5254
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-15,11,35,8,10,5708
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-15,11,36,32,10,5792
"Cage 3",3,1,1,"12","Batch 12 Cage 3","control"," 1 hour",3,"Batch 12 Cage 3",2020-01-15,11,43,9,10,6189
"Cage 1",3,1,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-15,11,46,4,10,6364
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-15,11,48,14,10,6494
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-15,11,49,33,10,6573
"Cage 1",3,4,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",3,"Batch 12 Cage 1",2020-01-15,17,0,47,10,25247
"Cage 3",3,2,1,"12","Batch 12 Cage 3","control"," 1 hour",3,"Batch 12 Cage 3",2020-01-15,17,0,58,10,25258
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-15,17,5,36,10,25536
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,17,6,14,10,25574
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-15,17,6,59,10,25619
"Cage 4",4,1,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",4,"Batch 12 Cage 4",2020-01-15,17,7,38,10,25658
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-15,17,7,53,10,25673
"Cage 5",1,3,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",1,"Batch 12 Cage 5",2020-01-15,17,8,7,10,25687
"Cage 5",1,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",1,"Batch 12 Cage 5",2020-01-15,17,8,28,10,25708
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-15,17,10,24,10,25824
"Cage 3",3,2,1,"12","Batch 12 Cage 3","control"," 1 hour",3,"Batch 12 Cage 3",2020-01-15,17,23,0,10,26580
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,17,23,11,10,26591
"Cage 2",1,3,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-15,17,23,31,10,26611
"Cage 3",3,1,1,"12","Batch 12 Cage 3","control"," 1 hour",3,"Batch 12 Cage 3",2020-01-15,17,24,27,10,26667
"Cage 2",1,4,1,"12","Batch 12 Cage 2","reorganized"," 1 hour",1,"Batch 12 Cage 2",2020-01-15,17,24,38,10,26678
"Cage 3",4,1,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,17,25,2,10,26702
"Cage 5",4,3,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-15,17,26,2,10,26762
"Cage 5",3,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",3,"Batch 12 Cage 5",2020-01-15,17,28,37,10,26917
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-15,17,29,54,10,26994
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-15,17,30,50,10,27050
"Cage 5",4,2,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-15,17,37,52,10,27472
"Cage 1",4,2,1,"12","Batch 12 Cage 1","reorganized"," 1 hour",4,"Batch 12 Cage 1",2020-01-15,17,41,21,10,27681
"Cage 4",3,4,1,"12","Batch 12 Cage 4","reorganized"," 1 hour",3,"Batch 12 Cage 4",2020-01-15,17,42,24,10,27744
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-15,17,45,50,10,27950
"Cage 5",4,1,1,"12","Batch 12 Cage 5","reorganized"," 1 hour",4,"Batch 12 Cage 5",2020-01-15,17,46,18,10,27978
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,17,52,22,10,28342
"Cage 3",4,3,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,17,52,46,10,28366
"Cage 3",4,2,1,"12","Batch 12 Cage 3","control"," 1 hour",4,"Batch 12 Cage 3",2020-01-15,17,53,18,10,28398
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,12,58,21,10,10701
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,12,58,31,10,10711
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,12,58,55,10,10735
"Cage 4",3,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,13,2,28,10,10948
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,13,6,8,10,11168
"Cage 4",3,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,13,6,27,10,11187
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,13,6,40,10,11200
"Cage 5",4,1,1,"13","Batch 13 Cage 5","control"," 1 hour",4,"Batch 13 Cage 5",2020-01-11,13,7,34,10,11254
"Cage 4",3,2,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,13,8,27,10,11307
"Cage 4",3,4,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,13,11,22,10,11482
"Cage 3",4,2,1,"13","Batch 13 Cage 3","reorganized"," 1 hour",4,"Batch 13 Cage 3",2020-01-11,13,11,45,10,11505
"Cage 5",3,4,1,"13","Batch 13 Cage 5","control"," 1 hour",3,"Batch 13 Cage 5",2020-01-11,13,12,50,10,11570
"Cage 4",3,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,13,14,23,10,11663
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,13,14,37,10,11677
"Cage 4",3,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,13,15,3,10,11703
"Cage 4",3,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,13,15,26,10,11726
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,13,16,43,10,11803
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,13,17,34,10,11854
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,13,25,42,10,12342
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,13,25,55,10,12355
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,13,28,32,10,12512
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,13,32,15,10,12735
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,13,36,54,10,13014
"Cage 5",3,2,1,"13","Batch 13 Cage 5","control"," 1 hour",3,"Batch 13 Cage 5",2020-01-11,13,39,16,10,13156
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,13,43,35,10,13415
"Cage 2",3,2,1,"13","Batch 13 Cage 2","reorganized"," 1 hour",3,"Batch 13 Cage 2",2020-01-11,13,44,13,10,13453
"Cage 1",3,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",3,"Batch 13 Cage 1",2020-01-11,13,49,47,10,13787
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,13,52,9,10,13929
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,13,54,9,10,14049
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,15,11,22,10,18682
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,15,11,51,10,18711
"Cage 4",3,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,15,13,20,10,18800
"Cage 4",4,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",4,"Batch 13 Cage 4",2020-01-11,15,14,39,10,18879
"Cage 4",4,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",4,"Batch 13 Cage 4",2020-01-11,15,14,52,10,18892
"Cage 4",3,4,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,15,15,1,10,18901
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,15,16,25,10,18985
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,15,16,43,10,19003
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,15,20,36,10,19236
"Cage 4",3,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,15,21,34,10,19294
"Cage 1",3,2,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",3,"Batch 13 Cage 1",2020-01-11,15,21,55,10,19315
"Cage 1",3,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",3,"Batch 13 Cage 1",2020-01-11,15,22,8,10,19328
"Cage 4",3,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,15,22,36,10,19356
"Cage 5",3,4,1,"13","Batch 13 Cage 5","control"," 1 hour",3,"Batch 13 Cage 5",2020-01-11,15,23,13,10,19393
"Cage 1",3,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",3,"Batch 13 Cage 1",2020-01-11,15,25,6,10,19506
"Cage 1",3,2,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",3,"Batch 13 Cage 1",2020-01-11,15,26,17,10,19577
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,15,29,47,10,19787
"Cage 1",4,3,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,15,30,26,10,19826
"Cage 1",4,1,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",4,"Batch 13 Cage 1",2020-01-11,15,30,39,10,19839
"Cage 1",1,2,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,15,30,51,10,19851
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,15,33,26,10,20006
"Cage 4",2,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",2,"Batch 13 Cage 4",2020-01-11,15,33,45,10,20025
"Cage 4",3,1,1,"13","Batch 13 Cage 4","reorganized"," 1 hour",3,"Batch 13 Cage 4",2020-01-11,15,34,11,10,20051
"Cage 1",1,4,1,"13","Batch 13 Cage 1","reorganized"," 1 hour",1,"Batch 13 Cage 1",2020-01-11,15,35,1,10,20101
