"Cage","winner","loser","score","batch","batch.cage","group","time","id","pre_batchcage","date","hrs","min","sec","lightsoff","ztime"
"Cage 4",3,1,1,"3","Batch 3 Cage 4","control","25 hours",3,"Batch 3 Cage 4",2019-10-26,11,36,49,11,2209
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-26,11,37,35,11,2255
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-26,11,37,52,11,2272
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-26,11,40,26,11,2426
"Cage 4",3,1,1,"3","Batch 3 Cage 4","control","25 hours",3,"Batch 3 Cage 4",2019-10-26,11,40,40,11,2440
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-26,11,42,3,11,2523
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-26,11,42,14,11,2534
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-26,11,44,1,11,2641
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-26,11,46,25,11,2785
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-26,11,48,49,11,2929
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-26,11,49,39,11,2979
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-26,11,52,3,11,3123
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-26,11,52,25,11,3145
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-26,11,52,36,11,3156
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-26,11,53,33,11,3213
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-26,11,54,48,11,3288
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-26,11,55,47,11,3347
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-26,11,56,53,11,3413
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-26,11,57,10,11,3430
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-26,11,58,51,11,3531
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,8,52,11,532
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,9,30,11,570
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,9,58,11,598
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,12,33,11,753
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,12,43,11,763
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,15,59,11,959
"Cage 1",1,2,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-27,11,18,3,11,1083
"Cage 1",1,2,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-27,11,18,12,11,1092
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,18,39,11,1119
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,11,23,17,11,1397
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,27,39,11,1659
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,28,2,11,1682
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,28,24,11,1704
"Cage 1",1,2,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-27,11,31,55,11,1915
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,34,21,11,2061
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,34,33,11,2073
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,34,44,11,2084
"Cage 4",3,1,1,"3","Batch 3 Cage 4","control","25 hours",3,"Batch 3 Cage 4",2019-10-27,11,34,59,11,2099
"Cage 4",3,1,1,"3","Batch 3 Cage 4","control","25 hours",3,"Batch 3 Cage 4",2019-10-27,11,35,24,11,2124
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,11,35,33,11,2133
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,11,35,55,11,2155
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,36,48,11,2208
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,37,0,11,2220
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,37,45,11,2265
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,38,19,11,2299
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,53,18,11,3198
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,53,42,11,3222
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,11,53,58,11,3238
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,11,54,12,11,3252
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,11,54,50,11,3290
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,11,55,34,11,3334
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,56,13,11,3373
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,56,39,11,3399
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,57,29,11,3449
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,11,57,40,11,3460
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,11,58,0,11,3480
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,11,58,10,11,3490
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,11,59,13,11,3553
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,0,23,11,3623
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,0,38,11,3638
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,1,19,11,3679
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,2,59,11,3779
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,4,2,11,3842
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,12,10,7,11,4207
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,10,15,11,4215
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,12,10,52,11,4252
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,12,11,8,11,4268
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,11,33,11,4293
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,12,11,52,11,4312
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,12,7,11,4327
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,12,12,32,11,4352
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,12,40,11,4360
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,13,41,11,4421
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,12,16,26,11,4586
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,16,39,11,4599
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,16,53,11,4613
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-27,12,19,8,11,4748
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,19,17,11,4757
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,19,57,11,4797
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,22,37,11,4957
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,24,35,11,5075
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,25,7,11,5107
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-27,12,25,29,11,5129
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,27,32,11,5252
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,30,33,11,5433
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,32,46,11,5566
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,36,29,11,5789
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,37,36,11,5856
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,37,48,11,5868
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,37,58,11,5878
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,38,12,11,5892
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,42,9,11,6129
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,43,18,11,6198
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,44,35,11,6275
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-27,12,47,23,11,6443
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,50,33,11,6633
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,53,37,11,6817
"Cage 1",1,4,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-27,12,53,51,11,6831
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,54,28,11,6868
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,56,12,11,6972
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-27,12,57,3,11,7023
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,3,3,11,183
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,3,34,11,214
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,6,25,11,385
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,11,8,21,11,501
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,11,8,38,11,518
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,10,0,11,600
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,12,12,11,732
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,13,3,11,783
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,15,8,11,908
"Cage 1",1,4,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-28,11,16,6,11,966
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,16,15,11,975
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,16,25,11,985
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,11,17,34,11,1054
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,11,19,18,11,1158
"Cage 4",3,1,1,"3","Batch 3 Cage 4","control","25 hours",3,"Batch 3 Cage 4",2019-10-28,11,20,29,11,1229
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,23,36,11,1416
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,11,27,26,11,1646
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,30,17,11,1817
"Cage 4",3,1,1,"3","Batch 3 Cage 4","control","25 hours",3,"Batch 3 Cage 4",2019-10-28,11,35,56,11,2156
"Cage 4",3,1,1,"3","Batch 3 Cage 4","control","25 hours",3,"Batch 3 Cage 4",2019-10-28,11,39,10,11,2350
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,40,9,11,2409
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,44,13,11,2653
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,44,36,11,2676
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,44,47,11,2687
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,44,58,11,2698
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,11,51,48,11,3108
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,52,9,11,3129
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,53,18,11,3198
"Cage 4",3,1,1,"3","Batch 3 Cage 4","control","25 hours",3,"Batch 3 Cage 4",2019-10-28,11,54,15,11,3255
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,11,54,46,11,3286
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,56,32,11,3392
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,11,57,5,11,3425
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,14,25,52,11,12352
"Cage 2",2,3,0.5,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-28,14,27,33,11,12453
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,14,27,50,11,12470
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,14,28,47,11,12527
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,14,32,12,11,12732
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,14,34,43,11,12883
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,14,35,57,11,12957
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,14,36,35,11,12995
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,14,36,44,11,13004
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,14,38,13,11,13093
"Cage 2",2,4,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-28,14,39,12,11,13152
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,14,51,28,11,13888
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,14,53,23,11,14003
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,14,53,37,11,14017
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,14,55,20,11,14120
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,14,57,46,11,14266
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,15,3,27,11,14607
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,15,5,51,11,14751
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-28,15,6,0,11,14760
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,15,8,47,11,14927
"Cage 1",1,2,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-28,15,9,15,11,14955
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,9,25,11,14965
"Cage 1",4,2,1,"3","Batch 3 Cage 1","control","25 hours",4,"Batch 3 Cage 1",2019-10-28,15,9,41,11,14981
"Cage 1",4,2,1,"3","Batch 3 Cage 1","control","25 hours",4,"Batch 3 Cage 1",2019-10-28,15,10,38,11,15038
"Cage 1",1,4,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-28,15,11,7,11,15067
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,11,40,11,15100
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,12,5,11,15125
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,12,19,11,15139
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,13,25,11,15205
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,15,31,11,15331
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,16,0,11,15360
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,18,31,11,15511
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,18,45,11,15525
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-28,15,19,27,11,15567
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-28,15,19,40,11,15580
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,13,22,13,11,8533
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,13,22,26,11,8546
"Cage 1",3,1,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,13,25,39,11,8739
"Cage 4",2,3,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,13,26,1,11,8761
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,26,17,11,8777
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,13,27,3,11,8823
"Cage 2",3,1,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-29,13,28,34,11,8914
"Cage 4",2,4,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,13,28,52,11,8932
"Cage 2",3,4,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-29,13,30,37,11,9037
"Cage 4",2,1,1,"3","Batch 3 Cage 4","control","25 hours",2,"Batch 3 Cage 4",2019-10-29,13,34,32,11,9272
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,38,34,11,9514
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-29,13,38,49,11,9529
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,39,6,11,9546
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-29,13,39,23,11,9563
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,13,39,35,11,9575
"Cage 1",1,4,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-29,13,39,57,11,9597
"Cage 1",1,4,1,"3","Batch 3 Cage 1","control","25 hours",1,"Batch 3 Cage 1",2019-10-29,13,40,10,11,9610
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,42,40,11,9760
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,42,52,11,9772
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,43,17,11,9797
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-29,13,43,30,11,9810
"Cage 2",2,4,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,44,50,11,9890
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,47,15,11,10035
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,49,13,11,10153
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,13,50,4,11,10204
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,13,50,21,11,10221
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,53,57,11,10437
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,54,17,11,10457
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,13,54,40,11,10480
"Cage 1",3,2,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,13,54,50,11,10490
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,55,4,11,10504
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,55,24,11,10524
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,13,56,11,11,10571
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,57,4,11,10624
"Cage 2",2,1,1,"3","Batch 3 Cage 2","control","25 hours",2,"Batch 3 Cage 2",2019-10-29,13,57,18,11,10638
"Cage 2",3,2,1,"3","Batch 3 Cage 2","control","25 hours",3,"Batch 3 Cage 2",2019-10-29,13,57,30,11,10650
"Cage 1",3,4,1,"3","Batch 3 Cage 1","control","25 hours",3,"Batch 3 Cage 1",2019-10-29,13,57,50,11,10670
